Year of Registration,Type Of Exploitation,Type of Labour,Type of Sex
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Forced labour,Agriculture,Unknown
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Prostitution
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Forced labour,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Sexual exploitation,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2015,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Forced labour,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Manufacturing,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Forced labour,Agriculture,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
2016,Unknown,Unknown,Unknown
